year,city,party,mention_count
2004,Helsinki,Vihreä liitto,48
2004,Helsinki,Vasemmistoliitto,65
2004,Helsinki,Kansallinen Kokoomus,103
2004,Helsinki,Suomen ruotsalainen kansanpuolue,5
2004,Helsinki,Suomen Keskusta,75
2004,Helsinki,Suomen Sosialidemokraattinen Puolue,94
2004,Helsinki,Perussuomalaiset,11
2004,Helsinki,Suomen Kristillisdemokraatit,23
2004,Helsinki,Sininen tulevaisuus,6
2004,Helsinki,Suomen Kansan Demokraattinen Liitto,4
2004,Espoo,Vihreä liitto,4
2004,Espoo,Kansallinen Kokoomus,12
2004,Espoo,Suomen Keskusta,5
2004,Espoo,Suomen Sosialidemokraattinen Puolue,7
2004,Espoo,Sininen tulevaisuus,13
2004,Espoo,Vasemmistoliitto,6
2004,Espoo,Suomen Kristillisdemokraatit,5
2004,Espoo,Perussuomalaiset,1
2004,Tampere,Kansallinen Kokoomus,26
2004,Tampere,Suomen Keskusta,33
2004,Tampere,Suomen Sosialidemokraattinen Puolue,37
2004,Tampere,Vasemmistoliitto,19
2004,Tampere,Suomen ruotsalainen kansanpuolue,1
2004,Tampere,Vihreä liitto,5
2004,Tampere,Suomen Kansan Demokraattinen Liitto,2
2004,Tampere,Suomen Kristillisdemokraatit,4
2004,Vantaa,Suomen Sosialidemokraattinen Puolue,9
2004,Vantaa,Suomen Keskusta,2
2004,Vantaa,Vihreä liitto,3
2004,Vantaa,Vasemmistoliitto,5
2004,Vantaa,Kansallinen Kokoomus,5
2004,Vantaa,Perussuomalaiset,1
2004,Vantaa,Sininen tulevaisuus,3
2004,Vantaa,Suomen Kristillisdemokraatit,1
2004,Oulu,Suomen Kristillisdemokraatit,15
2004,Oulu,Vasemmistoliitto,15
2004,Oulu,Vihreä liitto,20
2004,Oulu,Suomen Keskusta,19
2004,Oulu,Kansallinen Kokoomus,16
2004,Oulu,Suomen Sosialidemokraattinen Puolue,7
2004,Turku,Suomen Sosialidemokraattinen Puolue,21
2004,Turku,Vasemmistoliitto,28
2004,Turku,Kansallinen Kokoomus,24
2004,Turku,Vihreä liitto,5
2004,Turku,Suomen Kristillisdemokraatit,7
2004,Turku,Suomen Keskusta,21
2004,Turku,Sininen tulevaisuus,2
2004,Turku,Suomen Kansan Demokraattinen Liitto,3
2004,Turku,Suomen ruotsalainen kansanpuolue,1
2004,Jyväskylä,Vasemmistoliitto,12
2004,Jyväskylä,Suomen Kristillisdemokraatit,13
2004,Jyväskylä,Suomen Keskusta,18
2004,Jyväskylä,Vihreä liitto,1
2004,Jyväskylä,Suomen Sosialidemokraattinen Puolue,9
2004,Jyväskylä,Kansallinen Kokoomus,7
2004,Jyväskylä,Sininen tulevaisuus,1
2004,Jyväskylä,Perussuomalaiset,1
2004,Kuopio,Suomen Keskusta,11
2004,Kuopio,Kansallinen Kokoomus,10
2004,Kuopio,Vasemmistoliitto,21
2004,Kuopio,Suomen Sosialidemokraattinen Puolue,9
2004,Kuopio,Sininen tulevaisuus,2
2004,Kuopio,Suomen Kristillisdemokraatit,2
2004,Lahti,Suomen Keskusta,13
2004,Lahti,Suomen Sosialidemokraattinen Puolue,4
2004,Lahti,Vasemmistoliitto,3
2004,Lahti,Kansallinen Kokoomus,7
2004,Lahti,Vihreä liitto,1
2004,Pori,Suomen Sosialidemokraattinen Puolue,8
2004,Pori,Suomen Keskusta,4
2004,Pori,Vasemmistoliitto,3
2004,Pori,Sininen tulevaisuus,1
2004,Pori,Kansallinen Kokoomus,5
2004,Pori,Vihreä liitto,1
2004,Pori,Suomen Kristillisdemokraatit,1
2004,Kouvola,Kansallinen Kokoomus,5
2004,Kouvola,Suomen Sosialidemokraattinen Puolue,3
2004,Kouvola,Suomen Keskusta,3
2004,Kouvola,Vasemmistoliitto,4
2004,Kouvola,Vihreä liitto,1
2004,Kouvola,Suomen Kristillisdemokraatit,1
2004,Joensuu,Suomen Sosialidemokraattinen Puolue,16
2004,Joensuu,Kansallinen Kokoomus,3
2004,Joensuu,Suomen Keskusta,33
2004,Joensuu,Sininen tulevaisuus,1
2004,Joensuu,Vihreä liitto,2
2004,Joensuu,Vasemmistoliitto,1
2004,Lappeenranta,Suomen Sosialidemokraattinen Puolue,11
2004,Lappeenranta,Suomen Keskusta,4
2004,Lappeenranta,Kansallinen Kokoomus,7
2004,Lappeenranta,Vasemmistoliitto,5
2004,Hämeenlinna,Suomen Kansan Demokraattinen Liitto,2
2004,Hämeenlinna,Vasemmistoliitto,1
2004,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,1
2004,Hämeenlinna,Kansallinen Kokoomus,4
2004,Hämeenlinna,Suomen Kristillisdemokraatit,1
2004,Hämeenlinna,Suomen Keskusta,1
2004,Vaasa,Suomen Keskusta,9
2004,Vaasa,Kansallinen Kokoomus,5
2004,Vaasa,Suomen Sosialidemokraattinen Puolue,6
2004,Vaasa,Suomen Kristillisdemokraatit,3
2004,Vaasa,Vasemmistoliitto,1
2004,Seinäjoki,Kansallinen Kokoomus,7
2004,Seinäjoki,Suomen Keskusta,13
2004,Seinäjoki,Vasemmistoliitto,1
2004,Seinäjoki,Suomen Sosialidemokraattinen Puolue,6
2004,Seinäjoki,Vihreä liitto,1
2004,Seinäjoki,Perussuomalaiset,2
2004,Seinäjoki,Suomen Kristillisdemokraatit,1
2004,Rovaniemi,Suomen Kristillisdemokraatit,2
2004,Rovaniemi,Suomen Keskusta,11
2004,Rovaniemi,Vasemmistoliitto,3
2004,Rovaniemi,Suomen Sosialidemokraattinen Puolue,3
2004,Rovaniemi,Kansallinen Kokoomus,2
2004,Mikkeli,Suomen Sosialidemokraattinen Puolue,7
2004,Mikkeli,Kansallinen Kokoomus,10
2004,Mikkeli,Suomen Keskusta,13
2004,Mikkeli,Vasemmistoliitto,2
2004,Mikkeli,Suomen Kristillisdemokraatit,1
2004,Mikkeli,Vihreä liitto,1
2004,Kotka,Kansallinen Kokoomus,7
2004,Kotka,Vasemmistoliitto,23
2004,Kotka,Suomen Keskusta,6
2004,Kotka,Sininen tulevaisuus,1
2004,Kotka,Suomen ruotsalainen kansanpuolue,2
2004,Salo,Vihreä liitto,3
2004,Salo,Suomen Sosialidemokraattinen Puolue,3
2004,Salo,Kansallinen Kokoomus,2
2004,Porvoo,Kansallinen Kokoomus,1
2004,Porvoo,Suomen Keskusta,1
2004,Porvoo,Suomen Sosialidemokraattinen Puolue,1
2004,Porvoo,Vasemmistoliitto,1
2004,Kokkola,Perussuomalaiset,1
2004,Kokkola,Suomen Sosialidemokraattinen Puolue,8
2004,Kokkola,Vihreä liitto,1
2004,Kokkola,Kansallinen Kokoomus,2
2004,Kokkola,Suomen Keskusta,1
2004,Kokkola,Suomen Kristillisdemokraatit,2
2004,Hyvinkää,Vasemmistoliitto,1
2004,Lohja,Vasemmistoliitto,2
2004,Lohja,Suomen Sosialidemokraattinen Puolue,2
2004,Lohja,Vihreä liitto,1
2004,Järvenpää,Vasemmistoliitto,1
2004,Rauma,Suomen Sosialidemokraattinen Puolue,5
2004,Rauma,Vasemmistoliitto,2
2004,Rauma,Suomen Keskusta,2
2004,Rauma,Kansallinen Kokoomus,2
2004,Rauma,Sininen tulevaisuus,1
2004,Kerava,Suomen Sosialidemokraattinen Puolue,1
2004,Kajaani,Suomen Keskusta,8
2004,Kajaani,Suomen Kristillisdemokraatit,3
2004,Kajaani,Vasemmistoliitto,28
2004,Kajaani,Kansallinen Kokoomus,10
2004,Kajaani,Suomen Sosialidemokraattinen Puolue,6
2004,Kajaani,Sininen tulevaisuus,1
2004,Kajaani,Vihreä liitto,5
2004,Kajaani,Perussuomalaiset,1
2004,Nokia,Suomen Kristillisdemokraatit,8
2004,Nokia,Suomen Keskusta,6
2004,Nokia,Vasemmistoliitto,4
2004,Nokia,Perussuomalaiset,3
2004,Nokia,Suomen ruotsalainen kansanpuolue,2
2004,Nokia,Suomen Sosialidemokraattinen Puolue,6
2004,Nokia,Vihreä liitto,6
2004,Nokia,Kansallinen Kokoomus,2
2004,Nokia,Sininen tulevaisuus,1
2004,Ylöjärvi,Suomen Keskusta,1
2004,Savonlinna,Suomen Sosialidemokraattinen Puolue,2
2004,Savonlinna,Suomen Keskusta,3
2004,Savonlinna,Kansallinen Kokoomus,3
2004,Savonlinna,Suomen Kristillisdemokraatit,1
2004,Imatra,Kansallinen Kokoomus,2
2004,Imatra,Suomen Sosialidemokraattinen Puolue,7
2004,Imatra,Suomen Keskusta,12
2004,Imatra,Vasemmistoliitto,3
2004,Raisio,Vasemmistoliitto,1
2004,Raahe,Suomen Keskusta,8
2004,Raahe,Suomen Sosialidemokraattinen Puolue,4
2004,Raahe,Vasemmistoliitto,15
2004,Raahe,Suomen Kansan Demokraattinen Liitto,1
2004,Raahe,Vihreä liitto,2
2004,Raahe,Perussuomalaiset,1
2004,Raahe,Suomen Kristillisdemokraatit,1
2004,Tornio,Vasemmistoliitto,14
2004,Tornio,Suomen Keskusta,6
2004,Tornio,Suomen Sosialidemokraattinen Puolue,8
2004,Tornio,Vihreä liitto,3
2004,Tornio,Kansallinen Kokoomus,1
2004,Tornio,Suomen Kristillisdemokraatit,2
2004,Iisalmi,Vasemmistoliitto,2
2004,Valkeakoski,Suomen Keskusta,1
2004,Kemi,Vasemmistoliitto,7
2004,Kemi,Suomen Keskusta,5
2004,Kemi,Suomen Kristillisdemokraatit,1
2004,Kemi,Suomen Sosialidemokraattinen Puolue,2
2004,Kemi,Vihreä liitto,1
2004,Varkaus,Suomen Sosialidemokraattinen Puolue,3
2004,Varkaus,Vihreä liitto,3
2004,Varkaus,Suomen Keskusta,2
2004,Jämsä,Vasemmistoliitto,2
2004,Hamina,Vasemmistoliitto,9
2004,Hamina,Suomen Keskusta,8
2004,Hamina,Suomen Sosialidemokraattinen Puolue,1
2004,Hamina,Kansallinen Kokoomus,1
2004,Hamina,Sininen tulevaisuus,1
2004,Naantali,Vasemmistoliitto,1
2004,Pietarsaari,Suomen Keskusta,1
2004,Pietarsaari,Suomen ruotsalainen kansanpuolue,1
2004,Äänekoski,Suomen Sosialidemokraattinen Puolue,1
2004,Äänekoski,Suomen Kristillisdemokraatit,1
2004,Heinola,Suomen Sosialidemokraattinen Puolue,1
2004,Pieksämäki,Suomen Keskusta,2
2004,Pieksämäki,Suomen Kristillisdemokraatit,1
2004,Forssa,Suomen Keskusta,1
2004,Forssa,Vasemmistoliitto,2
2004,Forssa,Sininen tulevaisuus,1
2004,Forssa,Vihreä liitto,1
2004,Orimattila,Suomen Sosialidemokraattinen Puolue,1
2004,Loimaa,Suomen Keskusta,2
2004,Loimaa,Kansallinen Kokoomus,1
2004,Kauhava,Suomen Keskusta,10
2004,Kauhava,Kansallinen Kokoomus,2
2004,Uusikaupunki,Suomen Kansan Demokraattinen Liitto,1
2004,Uusikaupunki,Vasemmistoliitto,1
2004,Ylivieska,Suomen Keskusta,2
2004,Ylivieska,Suomen Kristillisdemokraatit,1
2004,Kuusamo,Suomen Keskusta,2
2004,Kuusamo,Kansallinen Kokoomus,2
2004,Loviisa,Kansallinen Kokoomus,2
2004,Loviisa,Vasemmistoliitto,1
2004,Loviisa,Suomen Keskusta,1
2004,Lapua,Suomen Sosialidemokraattinen Puolue,1
2004,Lapua,Suomen Keskusta,1
2004,Kauhajoki,Suomen Sosialidemokraattinen Puolue,2
2004,Kankaanpää,Suomen Keskusta,1
2004,Maarianhamina,Suomen Keskusta,1
2004,Lieksa,Vihreä liitto,1
2004,Lieksa,Suomen Sosialidemokraattinen Puolue,3
2004,Lieksa,Suomen Keskusta,1
2004,Kauniainen,Suomen Sosialidemokraattinen Puolue,2
2004,Kitee,Suomen Keskusta,1
2004,Kitee,Suomen Sosialidemokraattinen Puolue,4
2004,Huittinen,Suomen Keskusta,1
2004,Närpiö,Suomen Kristillisdemokraatit,1
2004,Nurmes,Suomen Sosialidemokraattinen Puolue,3
2004,Nurmes,Perussuomalaiset,2
2004,Keuruu,Suomen Keskusta,20
2004,Keuruu,Vasemmistoliitto,1
2004,Keuruu,Vihreä liitto,1
2004,Keuruu,Suomen Kristillisdemokraatit,2
2004,Alajärvi,Suomen Keskusta,2
2004,Alajärvi,Perussuomalaiset,1
2004,Saarijärvi,Suomen Keskusta,1
2004,Saarijärvi,Suomen Kristillisdemokraatit,1
2004,Orivesi,Suomen Keskusta,2
2004,Orivesi,Suomen Kristillisdemokraatit,1
2004,Orivesi,Suomen Sosialidemokraattinen Puolue,1
2004,Karkkila,Suomen Keskusta,1
2004,Hanko,Suomen ruotsalainen kansanpuolue,2
2004,Hanko,Suomen Sosialidemokraattinen Puolue,2
2004,Hanko,Sininen tulevaisuus,1
2004,Kuhmo,Vasemmistoliitto,3
2004,Kuhmo,Suomen Sosialidemokraattinen Puolue,4
2004,Kuhmo,Suomen Keskusta,2
2004,Kuhmo,Suomen Kristillisdemokraatit,1
2004,Kiuruvesi,Kansallinen Kokoomus,1
2004,Kiuruvesi,Suomen Sosialidemokraattinen Puolue,1
2004,Kiuruvesi,Suomen Keskusta,2
2004,Kemijärvi,Vasemmistoliitto,9
2004,Kemijärvi,Suomen Kristillisdemokraatit,4
2004,Kemijärvi,Suomen Keskusta,9
2004,Kemijärvi,Suomen Sosialidemokraattinen Puolue,2
2004,Kemijärvi,Sininen tulevaisuus,1
2004,Kemijärvi,Kansallinen Kokoomus,1
2004,Kemijärvi,Perussuomalaiset,1
2004,Kokemäki,Suomen Keskusta,1
2004,Kokemäki,Vasemmistoliitto,1
2004,Suonenjoki,Suomen Sosialidemokraattinen Puolue,1
2004,Haapajärvi,Suomen Kristillisdemokraatit,1
2004,Haapajärvi,Suomen Keskusta,1
2004,Ikaalinen,Suomen Kristillisdemokraatit,1
2004,Ikaalinen,Suomen Keskusta,1
2004,Harjavalta,Suomen Keskusta,1
2004,Haapavesi,Kansallinen Kokoomus,2
2004,Haapavesi,Suomen Keskusta,1
2004,Haapavesi,Suomen Sosialidemokraattinen Puolue,1
2004,Outokumpu,Sininen tulevaisuus,2
2004,Outokumpu,Vasemmistoliitto,2
2004,Outokumpu,Suomen Sosialidemokraattinen Puolue,2
2004,Outokumpu,Suomen Keskusta,3
2004,Virrat,Suomen Keskusta,1
2004,Parkano,Suomen Keskusta,6
2004,Parkano,Kansallinen Kokoomus,1
2004,Parkano,Sininen tulevaisuus,1
2004,Parkano,Vasemmistoliitto,1
2004,Ähtäri,Suomen Keskusta,2
2004,Kannus,Kansallinen Kokoomus,1
2004,Kannus,Suomen Kristillisdemokraatit,1
2004,Pyhäjärvi,Suomen Kansan Demokraattinen Liitto,1
2004,Pyhäjärvi,Suomen Sosialidemokraattinen Puolue,1
2007,Helsinki,Vihreä liitto,37
2007,Helsinki,Kansallinen Kokoomus,88
2007,Helsinki,Vasemmistoliitto,54
2007,Helsinki,Suomen Kristillisdemokraatit,19
2007,Helsinki,Suomen Keskusta,53
2007,Helsinki,Suomen Sosialidemokraattinen Puolue,105
2007,Helsinki,Sininen tulevaisuus,4
2007,Helsinki,Suomen ruotsalainen kansanpuolue,4
2007,Helsinki,Suomen Kansan Demokraattinen Liitto,1
2007,Helsinki,Perussuomalaiset,3
2007,Espoo,Suomen Sosialidemokraattinen Puolue,13
2007,Espoo,Kansallinen Kokoomus,16
2007,Espoo,Vasemmistoliitto,6
2007,Espoo,Suomen Kristillisdemokraatit,2
2007,Espoo,Suomen Keskusta,7
2007,Espoo,Vihreä liitto,1
2007,Espoo,Sininen tulevaisuus,1
2007,Espoo,Suomen ruotsalainen kansanpuolue,1
2007,Tampere,Suomen Sosialidemokraattinen Puolue,23
2007,Tampere,Suomen Kristillisdemokraatit,7
2007,Tampere,Suomen Keskusta,22
2007,Tampere,Vihreä liitto,3
2007,Tampere,Kansallinen Kokoomus,20
2007,Tampere,Vasemmistoliitto,9
2007,Tampere,Suomen Kansan Demokraattinen Liitto,1
2007,Vantaa,Kansallinen Kokoomus,10
2007,Vantaa,Suomen Sosialidemokraattinen Puolue,8
2007,Vantaa,Vihreä liitto,6
2007,Vantaa,Suomen Kristillisdemokraatit,1
2007,Vantaa,Suomen Keskusta,6
2007,Vantaa,Suomen ruotsalainen kansanpuolue,1
2007,Oulu,Suomen Keskusta,24
2007,Oulu,Vihreä liitto,18
2007,Oulu,Kansallinen Kokoomus,19
2007,Oulu,Suomen Sosialidemokraattinen Puolue,15
2007,Oulu,Suomen Kristillisdemokraatit,11
2007,Oulu,Vasemmistoliitto,6
2007,Oulu,Suomen Kansan Demokraattinen Liitto,1
2007,Oulu,Suomen ruotsalainen kansanpuolue,1
2007,Turku,Kansallinen Kokoomus,24
2007,Turku,Suomen Sosialidemokraattinen Puolue,26
2007,Turku,Suomen Kristillisdemokraatit,7
2007,Turku,Vasemmistoliitto,16
2007,Turku,Suomen Keskusta,10
2007,Turku,Sininen tulevaisuus,1
2007,Turku,Vihreä liitto,6
2007,Jyväskylä,Suomen Kristillisdemokraatit,8
2007,Jyväskylä,Suomen Keskusta,12
2007,Jyväskylä,Vihreä liitto,2
2007,Jyväskylä,Kansallinen Kokoomus,9
2007,Jyväskylä,Suomen Sosialidemokraattinen Puolue,6
2007,Jyväskylä,Vasemmistoliitto,7
2007,Kuopio,Kansallinen Kokoomus,9
2007,Kuopio,Suomen Keskusta,20
2007,Kuopio,Suomen Kansan Demokraattinen Liitto,1
2007,Kuopio,Vasemmistoliitto,9
2007,Kuopio,Sininen tulevaisuus,2
2007,Kuopio,Suomen Sosialidemokraattinen Puolue,10
2007,Kuopio,Perussuomalaiset,3
2007,Kuopio,Suomen ruotsalainen kansanpuolue,3
2007,Kuopio,Suomen Kristillisdemokraatit,2
2007,Kuopio,Vihreä liitto,1
2007,Lahti,Vasemmistoliitto,7
2007,Lahti,Vihreä liitto,2
2007,Lahti,Suomen Sosialidemokraattinen Puolue,14
2007,Lahti,Kansallinen Kokoomus,22
2007,Lahti,Suomen Keskusta,9
2007,Lahti,Perussuomalaiset,2
2007,Lahti,Suomen Kristillisdemokraatit,1
2007,Pori,Kansallinen Kokoomus,10
2007,Pori,Suomen Keskusta,14
2007,Pori,Vasemmistoliitto,2
2007,Pori,Suomen Sosialidemokraattinen Puolue,14
2007,Kouvola,Kansallinen Kokoomus,2
2007,Kouvola,Vasemmistoliitto,4
2007,Kouvola,Suomen Kristillisdemokraatit,2
2007,Kouvola,Suomen Keskusta,1
2007,Joensuu,Suomen Keskusta,11
2007,Joensuu,Suomen Sosialidemokraattinen Puolue,24
2007,Joensuu,Suomen Kristillisdemokraatit,1
2007,Joensuu,Kansallinen Kokoomus,7
2007,Joensuu,Vasemmistoliitto,4
2007,Joensuu,Suomen Kansan Demokraattinen Liitto,1
2007,Lappeenranta,Suomen Keskusta,5
2007,Lappeenranta,Suomen Sosialidemokraattinen Puolue,13
2007,Lappeenranta,Kansallinen Kokoomus,2
2007,Lappeenranta,Vasemmistoliitto,2
2007,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,8
2007,Hämeenlinna,Suomen Kristillisdemokraatit,1
2007,Hämeenlinna,Vihreä liitto,5
2007,Hämeenlinna,Suomen Keskusta,2
2007,Hämeenlinna,Vasemmistoliitto,2
2007,Hämeenlinna,Kansallinen Kokoomus,1
2007,Vaasa,Suomen Keskusta,8
2007,Vaasa,Kansallinen Kokoomus,6
2007,Vaasa,Vasemmistoliitto,2
2007,Vaasa,Suomen Sosialidemokraattinen Puolue,10
2007,Vaasa,Suomen Kristillisdemokraatit,2
2007,Vaasa,Suomen ruotsalainen kansanpuolue,6
2007,Vaasa,Vihreä liitto,1
2007,Seinäjoki,Suomen Sosialidemokraattinen Puolue,5
2007,Seinäjoki,Suomen Keskusta,5
2007,Seinäjoki,Kansallinen Kokoomus,4
2007,Seinäjoki,Suomen ruotsalainen kansanpuolue,2
2007,Seinäjoki,Suomen Kristillisdemokraatit,1
2007,Rovaniemi,Suomen Keskusta,5
2007,Rovaniemi,Vihreä liitto,1
2007,Rovaniemi,Suomen Sosialidemokraattinen Puolue,8
2007,Rovaniemi,Kansallinen Kokoomus,3
2007,Rovaniemi,Vasemmistoliitto,3
2007,Rovaniemi,Suomen Kristillisdemokraatit,1
2007,Mikkeli,Suomen Sosialidemokraattinen Puolue,8
2007,Mikkeli,Vasemmistoliitto,2
2007,Mikkeli,Suomen Keskusta,3
2007,Mikkeli,Kansallinen Kokoomus,8
2007,Mikkeli,Vihreä liitto,2
2007,Kotka,Suomen Keskusta,3
2007,Kotka,Vasemmistoliitto,16
2007,Kotka,Suomen Sosialidemokraattinen Puolue,8
2007,Kotka,Suomen Kristillisdemokraatit,2
2007,Kotka,Kansallinen Kokoomus,3
2007,Kotka,Suomen ruotsalainen kansanpuolue,1
2007,Kotka,Vihreä liitto,1
2007,Salo,Vihreä liitto,3
2007,Salo,Vasemmistoliitto,1
2007,Salo,Kansallinen Kokoomus,4
2007,Salo,Suomen Keskusta,6
2007,Salo,Suomen Sosialidemokraattinen Puolue,1
2007,Salo,Suomen Kristillisdemokraatit,1
2007,Porvoo,Vihreä liitto,2
2007,Porvoo,Kansallinen Kokoomus,1
2007,Porvoo,Suomen Keskusta,2
2007,Porvoo,Suomen ruotsalainen kansanpuolue,3
2007,Porvoo,Vasemmistoliitto,1
2007,Kokkola,Suomen Sosialidemokraattinen Puolue,10
2007,Kokkola,Suomen Kristillisdemokraatit,6
2007,Kokkola,Suomen Keskusta,5
2007,Kokkola,Vasemmistoliitto,1
2007,Kokkola,Kansallinen Kokoomus,1
2007,Hyvinkää,Suomen Sosialidemokraattinen Puolue,1
2007,Hyvinkää,Kansallinen Kokoomus,1
2007,Lohja,Sininen tulevaisuus,1
2007,Lohja,Suomen Sosialidemokraattinen Puolue,2
2007,Järvenpää,Suomen Sosialidemokraattinen Puolue,6
2007,Järvenpää,Suomen Keskusta,1
2007,Rauma,Kansallinen Kokoomus,1
2007,Rauma,Suomen Keskusta,7
2007,Rauma,Suomen Sosialidemokraattinen Puolue,6
2007,Rauma,Vihreä liitto,1
2007,Rauma,Vasemmistoliitto,3
2007,Kerava,Suomen Sosialidemokraattinen Puolue,9
2007,Kerava,Kansallinen Kokoomus,5
2007,Kajaani,Vihreä liitto,3
2007,Kajaani,Suomen Keskusta,7
2007,Kajaani,Suomen Sosialidemokraattinen Puolue,4
2007,Kajaani,Vasemmistoliitto,6
2007,Nokia,Kansallinen Kokoomus,12
2007,Nokia,Vasemmistoliitto,9
2007,Nokia,Suomen Sosialidemokraattinen Puolue,8
2007,Nokia,Suomen Keskusta,9
2007,Nokia,Suomen Kristillisdemokraatit,3
2007,Nokia,Vihreä liitto,2
2007,Nokia,Sininen tulevaisuus,2
2007,Nokia,Suomen Kansan Demokraattinen Liitto,1
2007,Ylöjärvi,Suomen Sosialidemokraattinen Puolue,1
2007,Ylöjärvi,Vasemmistoliitto,2
2007,Ylöjärvi,Suomen Keskusta,1
2007,Savonlinna,Vihreä liitto,3
2007,Savonlinna,Suomen Keskusta,13
2007,Savonlinna,Suomen Sosialidemokraattinen Puolue,12
2007,Savonlinna,Kansallinen Kokoomus,8
2007,Kangasala,Suomen Keskusta,1
2007,Riihimäki,Suomen Sosialidemokraattinen Puolue,3
2007,Riihimäki,Suomen Kristillisdemokraatit,1
2007,Riihimäki,Suomen Keskusta,1
2007,Raasepori,Sininen tulevaisuus,1
2007,Imatra,Suomen Sosialidemokraattinen Puolue,6
2007,Imatra,Suomen Keskusta,3
2007,Imatra,Kansallinen Kokoomus,2
2007,Imatra,Vasemmistoliitto,2
2007,Imatra,Vihreä liitto,1
2007,Raisio,Vasemmistoliitto,2
2007,Raisio,Suomen Kansan Demokraattinen Liitto,1
2007,Raisio,Vihreä liitto,1
2007,Raisio,Suomen Sosialidemokraattinen Puolue,2
2007,Raisio,Suomen Keskusta,1
2007,Raisio,Kansallinen Kokoomus,1
2007,Raahe,Vasemmistoliitto,11
2007,Raahe,Suomen Kristillisdemokraatit,2
2007,Raahe,Suomen Keskusta,2
2007,Raahe,Vihreä liitto,3
2007,Raahe,Suomen Sosialidemokraattinen Puolue,1
2007,Tornio,Suomen Sosialidemokraattinen Puolue,8
2007,Tornio,Suomen Keskusta,3
2007,Tornio,Suomen Kristillisdemokraatit,2
2007,Tornio,Vihreä liitto,1
2007,Tornio,Suomen ruotsalainen kansanpuolue,1
2007,Tornio,Vasemmistoliitto,6
2007,Iisalmi,Suomen Keskusta,1
2007,Iisalmi,Kansallinen Kokoomus,1
2007,Iisalmi,Sininen tulevaisuus,1
2007,Valkeakoski,Vasemmistoliitto,1
2007,Kemi,Suomen Kristillisdemokraatit,8
2007,Kemi,Kansallinen Kokoomus,23
2007,Kemi,Vasemmistoliitto,28
2007,Kemi,Suomen Sosialidemokraattinen Puolue,19
2007,Kemi,Suomen Keskusta,8
2007,Kemi,Vihreä liitto,9
2007,Kemi,Suomen Kansan Demokraattinen Liitto,3
2007,Kemi,Sininen tulevaisuus,1
2007,Varkaus,Vihreä liitto,1
2007,Varkaus,Suomen Keskusta,4
2007,Varkaus,Suomen Kansan Demokraattinen Liitto,1
2007,Jämsä,Suomen Kristillisdemokraatit,2
2007,Jämsä,Suomen Keskusta,4
2007,Jämsä,Suomen Sosialidemokraattinen Puolue,2
2007,Hamina,Vihreä liitto,1
2007,Hamina,Vasemmistoliitto,8
2007,Hamina,Suomen Keskusta,5
2007,Hamina,Suomen Sosialidemokraattinen Puolue,2
2007,Hamina,Kansallinen Kokoomus,3
2007,Naantali,Kansallinen Kokoomus,1
2007,Pietarsaari,Suomen Sosialidemokraattinen Puolue,3
2007,Pietarsaari,Suomen Keskusta,1
2007,Äänekoski,Suomen Keskusta,5
2007,Äänekoski,Suomen Kristillisdemokraatit,5
2007,Äänekoski,Suomen Sosialidemokraattinen Puolue,1
2007,Heinola,Kansallinen Kokoomus,2
2007,Heinola,Suomen Sosialidemokraattinen Puolue,2
2007,Pieksämäki,Suomen Keskusta,4
2007,Pieksämäki,Vasemmistoliitto,1
2007,Akaa,Suomen Sosialidemokraattinen Puolue,1
2007,Loimaa,Kansallinen Kokoomus,1
2007,Loimaa,Suomen Sosialidemokraattinen Puolue,1
2007,Kauhava,Suomen Keskusta,2
2007,Kauhava,Suomen Sosialidemokraattinen Puolue,1
2007,Kauhava,Suomen ruotsalainen kansanpuolue,1
2007,Kauhava,Kansallinen Kokoomus,2
2007,Ylivieska,Suomen Keskusta,3
2007,Kuusamo,Suomen Sosialidemokraattinen Puolue,2
2007,Kuusamo,Vasemmistoliitto,3
2007,Kuusamo,Suomen Keskusta,3
2007,Kuusamo,Vihreä liitto,1
2007,Loviisa,Vihreä liitto,2
2007,Lapua,Suomen Keskusta,1
2007,Kauhajoki,Suomen Sosialidemokraattinen Puolue,2
2007,Kankaanpää,Suomen Keskusta,3
2007,Kankaanpää,Suomen Kristillisdemokraatit,1
2007,Kankaanpää,Suomen Sosialidemokraattinen Puolue,2
2007,Kalajoki,Vihreä liitto,1
2007,Maarianhamina,Suomen Keskusta,1
2007,Maarianhamina,Suomen ruotsalainen kansanpuolue,1
2007,Alavus,Suomen Sosialidemokraattinen Puolue,3
2007,Lieksa,Suomen Sosialidemokraattinen Puolue,4
2007,Lieksa,Vasemmistoliitto,1
2007,Nivala,Suomen Kristillisdemokraatit,1
2007,Kauniainen,Suomen Kansan Demokraattinen Liitto,1
2007,Kauniainen,Suomen Sosialidemokraattinen Puolue,1
2007,Kauniainen,Sininen tulevaisuus,2
2007,Kauniainen,Kansallinen Kokoomus,2
2007,Kauniainen,Suomen Keskusta,2
2007,Kitee,Suomen Sosialidemokraattinen Puolue,1
2007,Huittinen,Suomen Sosialidemokraattinen Puolue,1
2007,Närpiö,Suomen Kristillisdemokraatit,1
2007,Nurmes,Suomen Sosialidemokraattinen Puolue,2
2007,Keuruu,Suomen Kristillisdemokraatit,4
