city,year,electoral_district,mention_count
Kokkola,2007,Turun läänin eteläinen vaalipiiri,1
Kokkola,2009,Keski-Suomen läänin vaalipiiri,1
Kokkola,2004,Uudenmaan vaalipiiri,2
Kokkola,2011,Oulun vaalipiiri,1
Kokkola,2009,Oulun läänin vaalipiiri,1
Kokkola,2005,Hämeen läänin eteläinen vaalipiiri,1
Kokkola,2007,Hämeen vaalipiiri,1
Hyvinkää,2012,Vaasan vaalipiiri,2
Hyvinkää,2011,Hämeen vaalipiiri,2
Hyvinkää,2005,Hämeen vaalipiiri,1
Hyvinkää,2012,Hämeen vaalipiiri,6
Hyvinkää,2012,Uudenmaan vaalipiiri,6
Hyvinkää,2009,Uudenmaan vaalipiiri,1
Hyvinkää,2006,Hämeen vaalipiiri,1
Hyvinkää,2006,Uudenmaan vaalipiiri,1
Hyvinkää,2013,Hämeen vaalipiiri,2
Hyvinkää,2004,Kymen läänin vaalipiiri,1
Hyvinkää,2010,Uudenmaan läänin vaalipiiri,2
Hyvinkää,2012,Pirkanmaan vaalipiiri,1
Hyvinkää,2005,Vaasan läänin vaalipiiri,2
Hyvinkää,2013,Helsingin vaalipiiri,3
Hyvinkää,2011,Uudenmaan vaalipiiri,3
Hyvinkää,2007,Uudenmaan vaalipiiri,1
Hyvinkää,2012,Pohjois-Karjalan vaalipiiri,1
Hyvinkää,2013,Uudenmaan vaalipiiri,2
Hyvinkää,2012,Uudenmaan läänin vaalipiiri,1
Hyvinkää,2012,Helsingin kaupungin vaalipiiri,1
Hyvinkää,2012,Lapin vaalipiiri,1
Hyvinkää,2008,Uudenmaan vaalipiiri,2
Hyvinkää,2012,Helsingin vaalipiiri,1
Hyvinkää,2008,Hämeen vaalipiiri,2
Hyvinkää,2008,Helsingin vaalipiiri,1
Hyvinkää,2006,Helsingin kaupungin vaalipiiri,1
Hyvinkää,2013,Uudenmaan läänin vaalipiiri,1
Hyvinkää,2006,Vaasan läänin vaalipiiri,1
Hyvinkää,2013,Lapin vaalipiiri,1
Hyvinkää,2007,Kymen vaalipiiri,1
Hyvinkää,2008,Uudenmaan läänin vaalipiiri,1
Hyvinkää,2005,Uudenmaan vaalipiiri,1
Lohja,2012,Uudenmaan läänin vaalipiiri,2
Lohja,2010,Uudenmaan läänin vaalipiiri,2
Lohja,2008,Kymen läänin vaalipiiri,2
Lohja,2005,Pohjois-Savon vaalipiiri,1
Lohja,2008,Lapin vaalipiiri,1
Lohja,2008,Uudenmaan vaalipiiri,4
Lohja,2011,Uudenmaan vaalipiiri,1
Lohja,2008,Helsingin vaalipiiri,1
Lohja,2005,Pirkanmaan vaalipiiri,1
Lohja,2006,Uudenmaan vaalipiiri,1
Lohja,2007,Uudenmaan vaalipiiri,1
Lohja,2012,Satakunnan vaalipiiri,1
Lohja,2006,Uudenmaan läänin vaalipiiri,1
Lohja,2011,Uudenmaan läänin vaalipiiri,2
Lohja,2004,Turun läänin eteläinen vaalipiiri,1
Lohja,2013,Varsinais-Suomen vaalipiiri,1
Lohja,2007,Uudenmaan läänin vaalipiiri,2
Lohja,2013,Hämeen vaalipiiri,1
Lohja,2010,Uudenmaan vaalipiiri,3
Lohja,2008,Uudenmaan läänin vaalipiiri,2
Lohja,2004,Uudenmaan vaalipiiri,3
Lohja,2005,Vaasan läänin vaalipiiri,1
Lohja,2013,Helsingin vaalipiiri,2
Lohja,2006,Helsingin vaalipiiri,2
Lohja,2009,Uudenmaan läänin vaalipiiri,2
Lohja,2005,Varsinais-Suomen vaalipiiri,1
Lohja,2011,Hämeen läänin pohjoinen vaalipiiri,1
Lohja,2011,Varsinais-Suomen vaalipiiri,1
Lohja,2004,Turun läänin pohjoinen vaalipiiri,1
Lohja,2009,Kuopion vaalipiiri,1
Järvenpää,2010,Uudenmaan vaalipiiri,10
Järvenpää,2008,Uudenmaan vaalipiiri,6
Järvenpää,2005,Kymen vaalipiiri,1
Järvenpää,2006,Hämeen läänin pohjoinen vaalipiiri,1
Järvenpää,2012,Uudenmaan vaalipiiri,4
Järvenpää,2007,Uudenmaan vaalipiiri,6
Järvenpää,2011,Helsingin vaalipiiri,1
Järvenpää,2006,Helsingin kaupungin vaalipiiri,1
Järvenpää,2009,Pohjois-Savon vaalipiiri,1
Järvenpää,2011,Keski-Suomen vaalipiiri,1
Järvenpää,2009,Uudenmaan vaalipiiri,5
Järvenpää,2013,Uudenmaan vaalipiiri,2
Järvenpää,2012,Vaasan läänin vaalipiiri,1
Järvenpää,2006,Uudenmaan vaalipiiri,4
Järvenpää,2013,Kymen vaalipiiri,1
Järvenpää,2012,Pohjois-Karjalan vaalipiiri,1
Järvenpää,2005,Uudenmaan vaalipiiri,3
Järvenpää,2007,Uudenmaan läänin vaalipiiri,1
Järvenpää,2011,Uudenmaan vaalipiiri,1
Järvenpää,2004,Varsinais-Suomen vaalipiiri,1
Järvenpää,2010,Hämeen vaalipiiri,1
Järvenpää,2008,Pohjois-Savon vaalipiiri,1
Järvenpää,2011,Varsinais-Suomen vaalipiiri,1
Järvenpää,2005,Helsingin vaalipiiri,1
Järvenpää,2010,Oulun vaalipiiri,1
Järvenpää,2010,Pohjois-Savon vaalipiiri,1
Järvenpää,2010,Keski-Suomen vaalipiiri,1
Järvenpää,2009,Hämeen vaalipiiri,1
Järvenpää,2006,Pohjois-Karjalan läänin vaalipiiri,1
Rauma,2004,Keski-Suomen vaalipiiri,2
Rauma,2007,Satakunnan vaalipiiri,7
Rauma,2007,Keski-Suomen vaalipiiri,3
Rauma,2010,Kuopion vaalipiiri,1
Rauma,2005,Turun läänin pohjoinen vaalipiiri,4
Rauma,2012,Satakunnan vaalipiiri,12
Rauma,2013,Vaasan vaalipiiri,4
Rauma,2013,Uudenmaan vaalipiiri,4
Rauma,2013,Satakunnan vaalipiiri,12
Rauma,2010,Uudenmaan vaalipiiri,2
Rauma,2012,Helsingin vaalipiiri,1
Rauma,2008,Satakunnan vaalipiiri,9
Rauma,2007,Turun läänin pohjoinen vaalipiiri,3
Rauma,2005,Satakunnan vaalipiiri,1
Rauma,2013,Turun läänin eteläinen vaalipiiri,1
Rauma,2010,Keski-Suomen vaalipiiri,1
Rauma,2008,Kymen vaalipiiri,1
Rauma,2004,Hämeen vaalipiiri,1
Rauma,2008,Varsinais-Suomen vaalipiiri,3
Rauma,2009,Turun läänin pohjoinen vaalipiiri,1
Rauma,2005,Oulun vaalipiiri,1
Rauma,2013,Helsingin vaalipiiri,2
Rauma,2008,Keski-Suomen vaalipiiri,2
Rauma,2012,Hämeen vaalipiiri,2
Rauma,2010,Satakunnan vaalipiiri,3
Rauma,2013,Kymen vaalipiiri,3
Rauma,2009,Satakunnan vaalipiiri,2
Rauma,2008,Vaasan vaalipiiri,1
Rauma,2009,Varsinais-Suomen vaalipiiri,2
Rauma,2012,Keski-Suomen vaalipiiri,1
Rauma,2013,Oulun vaalipiiri,1
Rauma,2013,Pirkanmaan vaalipiiri,1
Rauma,2013,Kuopion vaalipiiri,3
Rauma,2008,Turun läänin pohjoinen vaalipiiri,1
Rauma,2013,Varsinais-Suomen vaalipiiri,6
Rauma,2007,Etelä-Savon vaalipiiri,1
Rauma,2010,Varsinais-Suomen vaalipiiri,3
Rauma,2011,Uudenmaan vaalipiiri,1
Rauma,2012,Varsinais-Suomen vaalipiiri,1
Rauma,2007,Pirkanmaan vaalipiiri,1
Rauma,2005,Keski-Suomen vaalipiiri,1
Rauma,2007,Oulun vaalipiiri,1
Rauma,2005,Kymen läänin vaalipiiri,1
Rauma,2004,Uudenmaan läänin vaalipiiri,1
Rauma,2013,Pohjois-Savon vaalipiiri,1
Rauma,2004,Hämeen läänin eteläinen vaalipiiri,1
Rauma,2004,Turun läänin pohjoinen vaalipiiri,1
Rauma,2011,Kymen vaalipiiri,1
Rauma,2013,Keski-Suomen vaalipiiri,1
Rauma,2004,Uudenmaan vaalipiiri,3
Rauma,2011,Turun läänin pohjoinen vaalipiiri,1
Rauma,2010,Turun läänin pohjoinen vaalipiiri,1
Rauma,2008,Hämeen läänin pohjoinen vaalipiiri,1
Rauma,2011,Satakunnan vaalipiiri,3
Rauma,2004,Varsinais-Suomen vaalipiiri,3
Rauma,2013,Turun läänin pohjoinen vaalipiiri,2
Rauma,2010,Oulun vaalipiiri,1
Rauma,2005,Varsinais-Suomen vaalipiiri,1
Rauma,2013,Pohjois-Karjalan vaalipiiri,1
Rauma,2013,Helsingin kaupungin vaalipiiri,1
Rauma,2012,Turun läänin eteläinen vaalipiiri,1
Rauma,2007,Varsinais-Suomen vaalipiiri,1
Rauma,2006,Pirkanmaan vaalipiiri,1
Rauma,2011,Keski-Suomen vaalipiiri,1
Rauma,2010,Kymen läänin vaalipiiri,1
Rauma,2005,Uudenmaan vaalipiiri,1
Rauma,2006,Vaasan vaalipiiri,1
Rauma,2012,Vaasan vaalipiiri,2
Rauma,2012,Uudenmaan vaalipiiri,1
Rauma,2011,Helsingin vaalipiiri,1
Rauma,2010,Helsingin vaalipiiri,1
Rauma,2008,Pirkanmaan vaalipiiri,1
Rauma,2006,Helsingin vaalipiiri,2
Rauma,2006,Turun läänin pohjoinen vaalipiiri,1
Rauma,2007,Kymen läänin vaalipiiri,1
Kerava,2007,Uudenmaan vaalipiiri,11
Kerava,2010,Uudenmaan vaalipiiri,3
Kerava,2011,Uudenmaan vaalipiiri,4
Kerava,2005,Kymen läänin vaalipiiri,3
Kerava,2010,Pirkanmaan vaalipiiri,1
Kerava,2012,Pohjois-Savon vaalipiiri,1
Kerava,2009,Pohjois-Karjalan läänin vaalipiiri,1
Kerava,2007,Helsingin vaalipiiri,2
Kerava,2010,Helsingin vaalipiiri,1
Kerava,2008,Uudenmaan vaalipiiri,7
Kerava,2005,Hämeen läänin eteläinen vaalipiiri,1
Kerava,2009,Uudenmaan vaalipiiri,8
Kerava,2005,Keski-Suomen vaalipiiri,2
Kerava,2006,Kuopion vaalipiiri,1
Kerava,2012,Kymen vaalipiiri,1
Kerava,2013,Uudenmaan vaalipiiri,2
Kerava,2010,Kymen läänin vaalipiiri,1
Kerava,2012,Uudenmaan vaalipiiri,7
Kerava,2009,Oulun läänin vaalipiiri,1
Kerava,2005,Hämeen läänin pohjoinen vaalipiiri,1
Kerava,2004,Uudenmaan läänin vaalipiiri,1
Kerava,2010,Satakunnan vaalipiiri,3
Kerava,2005,Varsinais-Suomen vaalipiiri,1
Kerava,2005,Uudenmaan vaalipiiri,2
Kerava,2006,Oulun vaalipiiri,1
Kerava,2008,Oulun läänin vaalipiiri,1
Kerava,2013,Vaasan vaalipiiri,3
Kerava,2008,Helsingin vaalipiiri,1
Kerava,2009,Kymen vaalipiiri,1
Kerava,2009,Helsingin vaalipiiri,2
Kerava,2007,Mikkelin vaalipiiri,1
Kerava,2013,Oulun vaalipiiri,1
Kerava,2010,Oulun vaalipiiri,2
Kerava,2012,Vaasan läänin vaalipiiri,1
Kerava,2006,Hämeen vaalipiiri,1
Kerava,2011,Oulun vaalipiiri,1
Kerava,2009,Pirkanmaan vaalipiiri,1
Kerava,2006,Uudenmaan vaalipiiri,1
Kerava,2011,Hämeen vaalipiiri,1
Kajaani,2007,Oulun läänin vaalipiiri,3
Kajaani,2013,Oulun vaalipiiri,13
Kajaani,2004,Uudenmaan vaalipiiri,8
Kajaani,2010,Oulun vaalipiiri,45
Kajaani,2007,Pohjois-Savon vaalipiiri,1
Kajaani,2010,Etelä-Savon vaalipiiri,2
Kajaani,2007,Oulun vaalipiiri,8
Kajaani,2008,Kuopion vaalipiiri,2
Kajaani,2005,Oulun vaalipiiri,14
Kajaani,2011,Oulun vaalipiiri,19
Kajaani,2007,Satakunnan vaalipiiri,3
Kajaani,2004,Oulun vaalipiiri,26
Kajaani,2010,Oulun läänin vaalipiiri,3
Kajaani,2004,Vaasan vaalipiiri,1
Kajaani,2010,Varsinais-Suomen vaalipiiri,1
Kajaani,2011,Satakunnan vaalipiiri,1
Kajaani,2006,Uudenmaan vaalipiiri,1
Kajaani,2010,Keski-Suomen vaalipiiri,8
Kajaani,2004,Lapin läänin vaalipiiri,2
Kajaani,2009,Oulun vaalipiiri,17
Kajaani,2004,Pohjois-Karjalan vaalipiiri,1
Kajaani,2010,Pohjois-Savon vaalipiiri,4
Kajaani,2011,Hämeen läänin pohjoinen vaalipiiri,2
Kajaani,2009,Oulun läänin vaalipiiri,3
Kajaani,2008,Oulun vaalipiiri,9
Kajaani,2009,Helsingin vaalipiiri,2
Kajaani,2010,Helsingin vaalipiiri,6
Kajaani,2011,Mikkelin vaalipiiri,1
Kajaani,2005,Kymen vaalipiiri,1
Kajaani,2008,Vaasan läänin vaalipiiri,1
Kajaani,2004,Helsingin kaupungin vaalipiiri,2
Kajaani,2007,Turun läänin eteläinen vaalipiiri,1
Kajaani,2013,Vaasan vaalipiiri,1
Kajaani,2013,Keski-Suomen vaalipiiri,1
Kajaani,2005,Kuopion vaalipiiri,5
Kajaani,2008,Uudenmaan vaalipiiri,2
Kajaani,2008,Pirkanmaan vaalipiiri,1
Kajaani,2006,Vaasan vaalipiiri,2
Kajaani,2009,Turun läänin pohjoinen vaalipiiri,1
Kajaani,2012,Oulun vaalipiiri,7
Kajaani,2010,Uudenmaan vaalipiiri,1
Kajaani,2008,Satakunnan vaalipiiri,1
Kajaani,2011,Etelä-Savon vaalipiiri,1
Kajaani,2010,Kymen läänin vaalipiiri,2
Kajaani,2010,Hämeen läänin pohjoinen vaalipiiri,2
Kajaani,2006,Oulun vaalipiiri,3
Kajaani,2004,Satakunnan vaalipiiri,1
Kajaani,2009,Pohjois-Karjalan läänin vaalipiiri,1
Kajaani,2008,Kymen vaalipiiri,2
Kajaani,2010,Pohjois-Karjalan vaalipiiri,5
Kajaani,2010,Kuopion vaalipiiri,3
Kajaani,2008,Oulun läänin vaalipiiri,5
Kajaani,2010,Vaasan vaalipiiri,1
Kajaani,2010,Pirkanmaan vaalipiiri,1
Kajaani,2004,Hämeen läänin eteläinen vaalipiiri,1
Kajaani,2008,Uudenmaan läänin vaalipiiri,1
Kajaani,2011,Helsingin vaalipiiri,1
Kajaani,2008,Vaasan vaalipiiri,1
Kajaani,2010,Satakunnan vaalipiiri,1
Kajaani,2008,Helsingin vaalipiiri,3
Kajaani,2005,Oulun läänin vaalipiiri,3
Kajaani,2013,Lapin vaalipiiri,1
Kajaani,2004,Oulun läänin vaalipiiri,7
Kajaani,2008,Keski-Suomen vaalipiiri,2
Kajaani,2004,Pirkanmaan vaalipiiri,3
Kajaani,2006,Vaasan läänin vaalipiiri,1
Kajaani,2005,Keski-Suomen vaalipiiri,1
Kajaani,2007,Keski-Suomen vaalipiiri,1
Kajaani,2006,Pirkanmaan vaalipiiri,2
Kajaani,2006,Mikkelin vaalipiiri,1
Kajaani,2009,Hämeen vaalipiiri,1
Kajaani,2004,Vaasan läänin vaalipiiri,1
Kajaani,2006,Pohjois-Savon vaalipiiri,1
Kajaani,2011,Varsinais-Suomen vaalipiiri,1
Kajaani,2006,Kymen vaalipiiri,1
Kajaani,2011,Pirkanmaan vaalipiiri,1
Kajaani,2008,Pohjois-Karjalan vaalipiiri,1
Kajaani,2013,Kymen vaalipiiri,2
Kajaani,2008,Keski-Suomen läänin vaalipiiri,2
Kajaani,2004,Pohjois-Karjalan läänin vaalipiiri,1
Kajaani,2004,Pohjois-Savon vaalipiiri,1
Kajaani,2004,Keski-Suomen vaalipiiri,1
Kajaani,2004,Helsingin vaalipiiri,2
Kajaani,2006,Kuopion vaalipiiri,1
Kajaani,2004,Hämeen läänin pohjoinen vaalipiiri,1
Kajaani,2004,Lapin vaalipiiri,1
Kajaani,2005,Pirkanmaan vaalipiiri,1
Kajaani,2005,Pohjois-Savon vaalipiiri,1
Kajaani,2006,Lapin läänin vaalipiiri,1
Kajaani,2010,Lapin vaalipiiri,1
Kajaani,2004,Kymen läänin vaalipiiri,2
Kajaani,2005,Turun läänin pohjoinen vaalipiiri,1
Kajaani,2006,Helsingin kaupungin vaalipiiri,1
Kajaani,2007,Turun läänin pohjoinen vaalipiiri,1
Kajaani,2006,Oulun läänin vaalipiiri,1
Kajaani,2008,Pohjois-Karjalan läänin vaalipiiri,1
Kajaani,2010,Vaasan läänin vaalipiiri,1
Kajaani,2009,Keski-Suomen läänin vaalipiiri,1
Kajaani,2007,Etelä-Savon vaalipiiri,1
Kajaani,2009,Uudenmaan vaalipiiri,1
Kajaani,2010,Hämeen läänin eteläinen vaalipiiri,1
Kajaani,2009,Satakunnan vaalipiiri,1
Kajaani,2012,Lapin vaalipiiri,1
Kajaani,2007,Pohjois-Karjalan läänin vaalipiiri,1
Kaarina,2010,Oulun läänin vaalipiiri,1
Kaarina,2013,Varsinais-Suomen vaalipiiri,2
Kaarina,2006,Turun läänin eteläinen vaalipiiri,1
Kaarina,2008,Helsingin vaalipiiri,1
Kaarina,2006,Varsinais-Suomen vaalipiiri,1
Kaarina,2012,Varsinais-Suomen vaalipiiri,1
Nokia,2009,Varsinais-Suomen vaalipiiri,6
Nokia,2005,Hämeen vaalipiiri,2
Nokia,2010,Keski-Suomen vaalipiiri,2
Nokia,2007,Mikkelin vaalipiiri,2
Nokia,2010,Pirkanmaan vaalipiiri,6
Nokia,2009,Kymen läänin vaalipiiri,4
Nokia,2009,Keski-Suomen vaalipiiri,6
Nokia,2011,Uudenmaan vaalipiiri,12
Nokia,2010,Vaasan läänin vaalipiiri,3
Nokia,2012,Oulun vaalipiiri,8
Nokia,2013,Uudenmaan vaalipiiri,9
Nokia,2004,Vaasan vaalipiiri,5
Nokia,2013,Keski-Suomen vaalipiiri,1
Nokia,2010,Uudenmaan vaalipiiri,6
Nokia,2012,Uudenmaan vaalipiiri,24
Nokia,2008,Lapin vaalipiiri,4
Nokia,2004,Pirkanmaan vaalipiiri,4
Nokia,2011,Oulun vaalipiiri,10
Nokia,2006,Pirkanmaan vaalipiiri,3
Nokia,2012,Kymen vaalipiiri,10
Nokia,2013,Kymen vaalipiiri,3
Nokia,2008,Keski-Suomen vaalipiiri,3
Nokia,2008,Oulun läänin vaalipiiri,5
Nokia,2009,Lapin vaalipiiri,1
Nokia,2007,Hämeen vaalipiiri,3
Nokia,2004,Varsinais-Suomen vaalipiiri,3
Nokia,2010,Hämeen läänin pohjoinen vaalipiiri,2
Nokia,2013,Lapin vaalipiiri,5
Nokia,2010,Kymen läänin vaalipiiri,3
Nokia,2004,Vaasan läänin vaalipiiri,2
Nokia,2006,Uudenmaan vaalipiiri,7
Nokia,2011,Kymen vaalipiiri,4
Nokia,2007,Kymen läänin vaalipiiri,1
Nokia,2009,Pirkanmaan vaalipiiri,3
Nokia,2008,Helsingin kaupungin vaalipiiri,1
Nokia,2012,Pirkanmaan vaalipiiri,8
Nokia,2007,Helsingin vaalipiiri,2
Nokia,2008,Oulun vaalipiiri,5
Nokia,2005,Pohjois-Karjalan vaalipiiri,1
Nokia,2011,Pirkanmaan vaalipiiri,14
Nokia,2005,Hämeen läänin pohjoinen vaalipiiri,5
Nokia,2007,Kymen vaalipiiri,2
Nokia,2007,Uudenmaan vaalipiiri,4
Nokia,2013,Pirkanmaan vaalipiiri,8
Nokia,2005,Helsingin vaalipiiri,2
Nokia,2013,Varsinais-Suomen vaalipiiri,8
Nokia,2008,Varsinais-Suomen vaalipiiri,6
Nokia,2006,Kymen läänin vaalipiiri,1
Nokia,2004,Keski-Suomen läänin vaalipiiri,1
Nokia,2009,Kymen vaalipiiri,2
Nokia,2007,Pirkanmaan vaalipiiri,5
Nokia,2008,Helsingin vaalipiiri,5
Nokia,2013,Oulun vaalipiiri,6
Nokia,2009,Turun läänin eteläinen vaalipiiri,3
Nokia,2010,Vaasan vaalipiiri,5
Nokia,2005,Oulun vaalipiiri,3
Nokia,2007,Keski-Suomen vaalipiiri,4
Nokia,2012,Varsinais-Suomen vaalipiiri,16
Nokia,2012,Etelä-Savon vaalipiiri,1
Nokia,2011,Varsinais-Suomen vaalipiiri,4
Nokia,2009,Uudenmaan vaalipiiri,9
Nokia,2013,Kuopion vaalipiiri,4
Nokia,2007,Vaasan vaalipiiri,7
Nokia,2011,Hämeen läänin eteläinen vaalipiiri,4
Nokia,2004,Uudenmaan vaalipiiri,2
Nokia,2005,Keski-Suomen vaalipiiri,1
Nokia,2005,Hämeen läänin eteläinen vaalipiiri,3
Nokia,2006,Pohjois-Karjalan vaalipiiri,1
Nokia,2008,Hämeen läänin pohjoinen vaalipiiri,3
Nokia,2008,Pirkanmaan vaalipiiri,13
Nokia,2007,Hämeen läänin eteläinen vaalipiiri,2
Nokia,2005,Uudenmaan vaalipiiri,2
Nokia,2010,Keski-Suomen läänin vaalipiiri,2
Nokia,2007,Oulun läänin vaalipiiri,2
Nokia,2010,Oulun vaalipiiri,2
Nokia,2013,Hämeen vaalipiiri,2
Nokia,2008,Uudenmaan vaalipiiri,9
Nokia,2013,Hämeen läänin eteläinen vaalipiiri,4
Nokia,2013,Hämeen läänin pohjoinen vaalipiiri,4
Nokia,2004,Kuopion vaalipiiri,1
Nokia,2008,Hämeen läänin eteläinen vaalipiiri,6
Nokia,2011,Helsingin vaalipiiri,4
Nokia,2010,Hämeen läänin eteläinen vaalipiiri,3
Nokia,2011,Keski-Suomen vaalipiiri,1
Nokia,2008,Mikkelin vaalipiiri,1
Nokia,2004,Uudenmaan läänin vaalipiiri,1
Nokia,2004,Turun läänin pohjoinen vaalipiiri,1
Nokia,2005,Helsingin kaupungin vaalipiiri,1
Nokia,2009,Pohjois-Savon vaalipiiri,1
Nokia,2010,Helsingin vaalipiiri,5
Nokia,2009,Oulun vaalipiiri,5
Nokia,2009,Helsingin kaupungin vaalipiiri,1
Nokia,2010,Varsinais-Suomen vaalipiiri,7
Nokia,2013,Pohjois-Karjalan läänin vaalipiiri,2
Nokia,2008,Satakunnan vaalipiiri,2
Nokia,2004,Oulun vaalipiiri,1
Nokia,2011,Hämeen vaalipiiri,1
Nokia,2012,Helsingin vaalipiiri,2
Nokia,2009,Pohjois-Karjalan vaalipiiri,1
Nokia,2007,Vaasan läänin vaalipiiri,1
Nokia,2009,Kuopion vaalipiiri,1
Nokia,2007,Keski-Suomen läänin vaalipiiri,4
Nokia,2006,Oulun läänin vaalipiiri,2
Nokia,2010,Pohjois-Savon vaalipiiri,2
Nokia,2011,Keski-Suomen läänin vaalipiiri,3
Nokia,2012,Vaasan vaalipiiri,5
Nokia,2009,Helsingin vaalipiiri,4
Nokia,2008,Pohjois-Savon vaalipiiri,3
Nokia,2004,Helsingin vaalipiiri,6
Nokia,2004,Hämeen läänin pohjoinen vaalipiiri,3
Nokia,2013,Vaasan vaalipiiri,3
Nokia,2004,Lapin vaalipiiri,2
Nokia,2004,Hämeen vaalipiiri,1
Nokia,2010,Mikkelin vaalipiiri,1
Nokia,2006,Varsinais-Suomen vaalipiiri,2
Nokia,2012,Helsingin kaupungin vaalipiiri,1
Nokia,2009,Hämeen läänin pohjoinen vaalipiiri,2
Nokia,2004,Oulun läänin vaalipiiri,1
Nokia,2009,Vaasan läänin vaalipiiri,1
Nokia,2005,Kymen vaalipiiri,2
Nokia,2005,Turun läänin eteläinen vaalipiiri,1
Nokia,2010,Helsingin kaupungin vaalipiiri,1
Nokia,2012,Turun läänin eteläinen vaalipiiri,3
Nokia,2006,Hämeen läänin pohjoinen vaalipiiri,1
Nokia,2009,Vaasan vaalipiiri,3
Nokia,2008,Kymen vaalipiiri,1
Nokia,2007,Hämeen läänin pohjoinen vaalipiiri,2
Nokia,2009,Keski-Suomen läänin vaalipiiri,1
Nokia,2013,Helsingin vaalipiiri,2
Nokia,2005,Pirkanmaan vaalipiiri,2
Nokia,2013,Oulun läänin vaalipiiri,1
Nokia,2013,Satakunnan vaalipiiri,1
Nokia,2008,Keski-Suomen läänin vaalipiiri,1
Nokia,2012,Keski-Suomen läänin vaalipiiri,2
Nokia,2012,Hämeen läänin pohjoinen vaalipiiri,2
Nokia,2004,Pohjois-Karjalan vaalipiiri,1
Nokia,2005,Kymen läänin vaalipiiri,2
Nokia,2006,Turun läänin eteläinen vaalipiiri,3
Nokia,2006,Hämeen läänin eteläinen vaalipiiri,5
Nokia,2005,Lapin vaalipiiri,1
Nokia,2011,Hämeen läänin pohjoinen vaalipiiri,3
Nokia,2011,Satakunnan vaalipiiri,1
Nokia,2007,Oulun vaalipiiri,2
Nokia,2004,Helsingin kaupungin vaalipiiri,2
Nokia,2010,Oulun läänin vaalipiiri,2
Nokia,2011,Vaasan vaalipiiri,3
Nokia,2005,Vaasan vaalipiiri,2
Nokia,2005,Satakunnan vaalipiiri,1
Nokia,2007,Varsinais-Suomen vaalipiiri,1
Nokia,2012,Keski-Suomen vaalipiiri,2
Nokia,2008,Kuopion vaalipiiri,2
Nokia,2013,Keski-Suomen läänin vaalipiiri,1
Nokia,2011,Pohjois-Savon vaalipiiri,1
Nokia,2005,Oulun läänin vaalipiiri,1
Nokia,2012,Lapin vaalipiiri,2
Nokia,2008,Hämeen vaalipiiri,1
Nokia,2007,Turun läänin eteläinen vaalipiiri,1
Nokia,2009,Oulun läänin vaalipiiri,3
Nokia,2007,Pohjois-Karjalan läänin vaalipiiri,1
Nokia,2006,Kymen vaalipiiri,2
Nokia,2011,Kymen läänin vaalipiiri,1
Nokia,2008,Uudenmaan läänin vaalipiiri,1
Nokia,2009,Hämeen läänin eteläinen vaalipiiri,1
Nokia,2012,Kuopion vaalipiiri,1
Nokia,2004,Kymen läänin vaalipiiri,1
Nokia,2012,Hämeen läänin eteläinen vaalipiiri,1
Nokia,2012,Satakunnan vaalipiiri,1
Ylöjärvi,2012,Pirkanmaan vaalipiiri,3
Ylöjärvi,2011,Pirkanmaan vaalipiiri,6
Ylöjärvi,2012,Kymen vaalipiiri,1
Ylöjärvi,2012,Helsingin kaupungin vaalipiiri,1
Ylöjärvi,2005,Turun läänin pohjoinen vaalipiiri,1
Ylöjärvi,2005,Pirkanmaan vaalipiiri,2
Ylöjärvi,2007,Hämeen läänin pohjoinen vaalipiiri,1
Ylöjärvi,2010,Pirkanmaan vaalipiiri,3
Ylöjärvi,2008,Pirkanmaan vaalipiiri,6
Ylöjärvi,2005,Hämeen läänin pohjoinen vaalipiiri,2
Ylöjärvi,2010,Keski-Suomen vaalipiiri,1
Ylöjärvi,2007,Hämeen vaalipiiri,1
Ylöjärvi,2013,Pirkanmaan vaalipiiri,3
Ylöjärvi,2004,Pirkanmaan vaalipiiri,1
Ylöjärvi,2006,Lapin vaalipiiri,1
Ylöjärvi,2007,Varsinais-Suomen vaalipiiri,1
Ylöjärvi,2007,Pirkanmaan vaalipiiri,1
Ylöjärvi,2006,Pirkanmaan vaalipiiri,1
Savonlinna,2010,Keski-Suomen vaalipiiri,3
Savonlinna,2009,Mikkelin vaalipiiri,4
Savonlinna,2007,Etelä-Savon vaalipiiri,10
Savonlinna,2009,Etelä-Savon vaalipiiri,7
Savonlinna,2008,Mikkelin vaalipiiri,3
Savonlinna,2006,Pohjois-Karjalan läänin vaalipiiri,1
Savonlinna,2008,Kuopion vaalipiiri,9
Savonlinna,2012,Etelä-Savon vaalipiiri,17
Savonlinna,2006,Uudenmaan läänin vaalipiiri,2
Savonlinna,2008,Etelä-Savon vaalipiiri,9
Savonlinna,2009,Pohjois-Savon vaalipiiri,1
Savonlinna,2013,Oulun läänin vaalipiiri,3
Savonlinna,2010,Mikkelin vaalipiiri,12
Savonlinna,2013,Etelä-Savon vaalipiiri,7
Savonlinna,2012,Mikkelin vaalipiiri,8
Savonlinna,2005,Uudenmaan läänin vaalipiiri,1
Savonlinna,2007,Pohjois-Karjalan läänin vaalipiiri,6
Savonlinna,2008,Pohjois-Karjalan vaalipiiri,3
Savonlinna,2010,Etelä-Savon vaalipiiri,9
Savonlinna,2010,Hämeen läänin eteläinen vaalipiiri,1
Savonlinna,2013,Oulun vaalipiiri,1
